id,name,address,latitude,longitude,type,type_number,telephone,theme,has_parkinglot,parkinglot_count,homepage,description
195,Namhae Yongmunsa Samhwa Screening Jeong,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 412-3,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Male friendship, Alone",Y,,,"This painting depicts the three images of Jigong, Meowong, and Muhak in one picture.In the center of the screen, Gonghwa Sang is sitting cross-legged in the 7th quadrant of the left eye and holding a rosary in his left hand. On the other hand, Muhak Hwasang is sitting in the right eye 7th quadrant in a cross-legged posture, holding the ruler in his right hand and facing the direction of Jigong. Jigong wore a green robe over a white collared shirt, and a red robe with the inscription of the original circle over it. Meow and Muhak wore red lyrics on top of the light gray long triangulation, but Meowon tied the lyrics with a knot and Muhak had a gold ornament. In particular, the shading method by yarn dyeing is used to give three-dimensional effect to meow and long ginseng of Muhak.The face of the monks was painted with flesh color and then outlines were drawn with ink and main lines. The short hair is expressed by drawing dark and dark lines on top of the danmuk barim, and the description method of the mustache and beard is the same.There is a brief cloud pattern at the back of the screen, but the background is omitted, and the topic column is located above each person's head. At the bottom of the screen, an unpatterned mat with an ultramarine border is drawn, and in front of the figures are depicted an incense table with a wooden door and a burning incense burner and teacup. However, the outlines of the heads of the characters were slightly deformed by supplementing the ocher background behind the screen."
196,Namhae Yongmunsa Baekwoldang Yeongjeong,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 412-2,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"On the mat in the center of the screen, Baekwoldang is seated in the 7th quadrant of the left eye. In his left hand he holds the sage, and in his right hand he holds a rosary.Youngjeong's face was painted in flesh color and outlined with ink and main colors, and the hair and beard of the head were expressed with short ink lines. The upper gum line was painted in dark ink, the lower gum line was painted in dark ink, the pupils were painted in brown, the pupils were painted in dark ink, and the left and right ends of the pupils were painted in dark ink. The pupils are tilted to the top of the eyes and are looking slightly upwards. Wrinkles on the face were strongly expressed with main lines on the ink lines.The background is omitted behind the figure, and only the mat is depicted on the floor. The monk wears a red robe connected by a three-stringed knot in green blue, light ultramarine blue and white over the dark gray sash. Long ginseng wrinkles were painted in dark ink, and lyrics wrinkles were expressed in dark vermilion.The upper and lower outlines of the mat were treated in blue, and white stitches were drawn along the horizontal lines to show the stitching marks, and the inside of the mat was described by drawing short horizontal ink lines on a ocher background. A brief wooden statement can be seen on the rosary held in his right hand."
197,Namhae Yongmunsa Yeonghaedang Yeongjeong,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 412-1,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"This is a portrait of Ki-hong of Yeonghaedang, who was the Hwaeomgangju of Yongmunsa Temple in the late 19th century, and it was produced in April 1891, judging from the chant of Yuseokcho written in 'Joha in the Year of the Wonderful'.The figure in the picture is in the seventh quadrant of the left eye, slightly facing to the left, and is sitting cross-legged on a chair placed on a mat. On the floor, a mat with a navy blue border is spread out from the front, and on the left side of the screen, an incense burner is depicted on a hyang table. In his left hand, he is holding the juggernaut at an angle, and in his right hand, he holds the rosary lightly on his crippled knee. On this hyangtak and the claimant, there is a clear description of the wooden door."
198,Namhae Yongmunsa Temple Engraving,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 412,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"Yeonghaedang Yeongjeong of Yongmunsa Temple in NamhaeIt is a portrait of Ki-hong of Yeonghae-dang, who was the Hwaeomgangju of Yongmunsa Temple in the late 19th century, and was produced in April 1891, judging from the chant of Yuseokcho written by Joha in the year of Gimyo. The figure in the picture is a 7-minute face with the left eye facing slightly to the left, and is sitting cross-legged on a chair placed on a mat. On the floor, a mat with an ultramarine border is spread out from the front view, and on the left side of the screen, an incense burner is depicted on the incense table. In his left hand, he is holding the juggernaut at an angle, and in his right hand, he holds the rosary lightly on his crippled knee. On this hyangtak and the claimant, there is a clear description of the wooden door.Yeongjeong of Baekwoldang at Yongmunsa Temple in NamhaeOn the mat in the center of the screen, Baekwoldang is seated in the 7th quadrant of the left eye. In his left hand he holds the sage, and in his right hand he holds a rosary. Youngjeong's face was painted in flesh color, outlines were outlined with ink lines and main color, and the hair and beard of the head were expressed with short ink lines. The upper and lower gum lines were painted in dark ink, the pupils were painted in brown and the pupils were painted in dark ink, and the left and right ends of the pupils were painted in dark ink. The pupils are tilted to the top of the eyes and are looking slightly upwards. Wrinkles on the face were strongly expressed with main lines on the ink lines. The background is omitted behind the figure, and only the mat is depicted on the floor. The monk wears a red robe connected by a three-string knot in green blue, light navy blue and white over dark gray ginseng. Long ginseng wrinkles were painted in dark ink, and lyrics wrinkles were expressed in dark vermilion. The upper and lower outlines of the mat were treated in blue, and white stitches were drawn along the horizontal lines inside to show stitching marks. A brief wooden statement can be seen on the rosary held in his right hand.Namhae Yongmunsa Samhwasang statueThree images of Jigong, Meow, and Muhak are depicted in one picture. In the center of the image of the image, Jigong is sitting cross-legged in the seventh quadrant of the left eye and holding a rosary in his left hand. there is no On the other hand, Muhak Hwasang is sitting in the 7th quadrant of the right eye in a cross-legged position, holding the captain in his right hand and facing Jigong. Jigong wore a green robe over a white collared shirt, and a red robe with the inscription of the original circle over it. Meow and Muhak wore red garlands over light gray ginseng, linking the lyrics with a knot for meow and a gold ornament for muhak. In particular, the shading method by yarn dyeing is used to give three-dimensional effect to meow and long ginseng of Muhak. The face of the monks was painted with flesh color and then outlines were drawn with ink and main lines. The short hair is expressed by drawing dark and dark lines on top of the danmuk barim, and the description method of the mustache and beard is the same. There is a brief cloud pattern at the back of the screen, but the background is omitted, and the topic column is located above each person's head. At the bottom of the screen, an unpatterned mat with ultramarine borders is drawn, and in front of the figures are depicted an incense table with a wooden door and a burning incense burner and teacup. However, the contours of the heads of the characters were slightly deformed by supplementing the ocher background behind the screen.Eight images of Yongmunsa Temple, NamhaeAfter dividing the screen up and down, draw Cheongjindang, Cheonghadang, Cheongundang, and Rakseodang at the top and Bongseongdang, Woojindang, Lavadang, and Eunamdang from the right side at the bottom, and write their names in the upper right corner. did. They are in the form of holding beads or jugglers as a cross-seated statue in the 7th quadrant of the left eye on an unpatterned mat with the omitted background behind. Among the eight monks, few of them have been identified, but it is known that among them, Doodangdang annotated the Doradoam of Unheungsa Temple in Samcheonpo. And among the nine Budo-guns located in Yongmunsa, designated as Gyeongsangnam-do Tangible Cultural Heritage No. 425, among the eight statues, Cheonghadang and Eunamdang are included. The background processing method, the alternating arrangement of dark gray long ginseng and light gray long ginseng, the method of tying the knots of the lyrics with green, blue, and ocher colored strings, the degree of inclination of both shoulders, the contour and description method of the face, and the shading method It is presumed that it was made by the same Hwaseung at the same time, considering that it was the same as the Chilhwasangyeongjeong in the selection of pigments for clothing expression by In addition, although the background processing of the cloud gate and the expression of the method of the meow painting are elements that change somewhat, the Samhwasangyeongjeong is a garment with no pattern, the outline of the figure and the inclination of both shoulders, and a garment with a little red lyrics on one shoulder and connecting it with several knots. There are many similarities to Chilhwasangyeongjeong and Palhwasangyeongjeong in the way of expression, the folds of clothes by the shading method, and the composition of the topic column.Namhae Yongmunsa Temple Chilhwasang statueAfter dividing the screen up and down, Hwayeongdang, Inindang, and Haegyeongdang are shown on the top right, and Seyeomdang, Nawoldang, Hyowoldang, and Songgokdang are shown from the right side on the bottom, and each topic is drawn over the right shoulder of the person. After the name field was created, it was filled in. All the monks are sitting cross-legged in the seventh quadrant of the left eye, holding a rosary or rosary in their hands. He is dressed in gray long ginseng with red lyrics, and the lyrics are done with knots of green, ultramarine blue, and ocher. Dark gray and light gray long ginseng are alternately arranged, and features are also changed to avoid monotony. The face and deep wrinkled clothes follow the traditional portrait method, but the use of strong shading, the omission of the background and a simplified mat, and a uniform and unchanged expression 20 It is considered a work of the early century.Yeongjeong of Gyeongamdang, Yongmunsa Temple, NamhaeGyeongamdang is in the seventh quadrant of the left eye, and is seated cross-legged with a jangjaja in his left hand and a rosary in his right hand. After painting the face with white, the outline was outlined with dark ink and main lines. The upper gum line of the eyes was drawn with dark ink and the lower gum line with dark ink, and both edges of the eyes were painted with dark ink, and the pupils were painted with brown and then the pupils were taken with dark ink. The wrinkles on the face were drawn in the main color, and the periphery was thinly painted to show the shade. The hair and beard at the top of the head were expressed with short white lines, and the eyebrows were expressed with black and white fine lines. The figure wears a red garland over a dark gray long ginseng with a white feather, and is connected with two green and yellow knots. Jangsam is dark and wrinkled to express shading, and at the corner of the lyrics hanging over the left shoulder, there is a decoration with a yellow celestial character attached to a square green background. Before the Korean Buddhist Reconstruction Movement in 1955, Honggasa Temple was held, and it is said that the four corners of the Honggasa Temple were affixed with the characters of Heaven and King. Moknimun, which has been frequently seen since the 19th century, was painted on the beads and the rosary, and the rings and both ends of the rosary were decorated with gold teeth. The background is a charging composition filled with a cloud pattern with ink lines on an ultramarine blue background. For the mat, the main color vertical line was drawn on the brown background, and then the hwamunseok pattern was described with white, yellowish brown, and ink. And on the cushion on the mat, the lattice door was expressed in the same ultramarine color as the background on the main color border. On the incense table with a wooden door on the left side of the screen, there are incense burners and blue-and-white porcelain containing multicolored fruits, and the scent treated with soft ink gently blooms."
199,Namhae Yongmunsa Sanshintang,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 411,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"With the dark mountains and waterfalls, the sky and the sad clouds, and old pine trees in the distant background, the main characters, the mountain god and the lion, are painted on the screen together. In front of an old pine tree towering obliquely in a deep mountain valley, a mountain god with a body large enough to look rather dull, holding a long cane in his right hand and holding it on the ground, holding a candle in his left hand, leaning against a large tiger, looking straight ahead.His attire is a white undergarment and a danryeongpo decorated with white semi-textured texts on the edges, and tied down with a medical belt on the chest and stomach, giving a somewhat cumbersome feeling. His hair was combed up, and a top was put on the top of his head, wearing a chipo crown, and over it he wore a transparent mantle decorated with a small original text.His face was painted brown, and the thick wrinkles on the forehead, chin, pharynx, and orbit were shaded with ombre dye. His hair and beard were painted with light ink and delicately expressed with fine white and black lines. The tiger leaning on the mountain god was drawn as big as the mountain god, and the eyes of the big bell-like eyes were black, the outer edges were alternately painted brown and green, and the outermost part was painted bright red to emphasize the tiger-like eyes.The nose, painted red and outlined with ink lines, and the teeth and tongue protruding out of the mouth give it a humorous atmosphere. On the other hand, the white fur on the eyelids and the fur on the body delicately depict each turk, creating a unified atmosphere between the tiger and the mountain god. The two thick and strong front paws are properly spread out to stand strong, sticking out the chest, and covering the mountain with the face to protect it, and the tail stretched in an S shape along the stretched waist also looks full of dynamic power.Behind the leopard's back, the genius son of the mountain god is waving a blue robe over his shoulder and holding an offering on a white table with both hands. It is enough to express the abilities of mountain gods and tigers along with landscapes such as waterfalls falling powerfully in a distant landscape, white clouds floating in the clear sky, and pine needles of various sizes drawn on brown as if they were cypresses."
200,Namhae Yongmunsa Dockseongtaeng,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 410,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"This painting depicts the figure of a monk who prays in nature by arranging poisons throughout the screen, and drawing rocks on both sides of the topmost pine tree and poisonous.Toxic sat with his right leg erected for about three quarters of a minute on a spot decorated with red on the edge, his right arm stretched out on his lap, his left hand clutched the claimant, and he leaned obliquely on his shoulder.Looking at the specific expression technique, the skin color is white, and after applying it all over, the outline is drawn in red, and the wrinkles on the forehead, the forehead, the orbit, and the chin are shaded by dyeing.The white eyebrows and eyes that look like they are looking at things are drawn with an ink line for the white eyebrows drawn with the shading method, and for the lower gold line, only the tip of the eye is lightly drawn with an ink line to outline the eyes, and the eyes are painted brown, and the edges and pupils are drawn with ink lines. finished. The tight red lips are not inferior to the toxic eyes and the strong will as a seeker.To reveal both the chest and the belly, the hem of the lyre over both shoulders was painted red and painted in deep red to express the folds of the clothes.The pine tree at the top of the screen is fan-shaped, with pine needles layered on top of each other. The whole is painted green, and the inside is painted dark green, and the outside is gradually dyed to give a three-dimensional effect.In addition, the cubic-shaped rocks drawn on both sides of the poison were painted blue and white from the outside, and the main paper was exposed in the middle, giving the rock a three-dimensional effect."
201,Namhae Yongmun Sayangyang 2-Year  Dockseongtaeng,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 409,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"The composition is a composition in which poison is placed in front of an old pine tree with a large mental mountain in the background. Specifically, a fantastic mountain stream was expressed by appropriately arranging the mountain that fills the screen, a cypress in front of it, the sun and birds, a stream of water in the valley, and beautiful flowers and clouds on the other side. It depicts a relaxed and relaxed figure sitting on a flat bedrock that leads from a rocky mountain, sitting with both legs spread sideways and enjoying deep contemplation while pushing the book and incense burner on the light image to the side.His right arm supports his body by pointing on the floor, and his left arm is holding a danju with two rows of danju on his wrist and a thick danju with a wooden door in his hand. If we look at the appearance in detail, the bulging hair like that of a senior citizen is dyed red, and the face and skin color are spread with light brown and outlined with red lines. with the same skin color as the skin tone.The drooping white eyebrows and the beard under the chin are painted in white, the half-moon-shaped eyes are outlined with ink lines, and only the tip of the lower gold line is drawn on the corners of the eyes, and the pupil is painted brown and outlined with ink lines. Toxic is wearing red garlands with black edges with his upper body exposed. On top of the red lyrics, the original text with the original text is decorated, and the folds of the lyrics are drawn with ink lines.The mountain water after the poison was painted with yang green, and the mountains were expressed with ink lines.The cypress that rises on the left side of the poisonous cypress is curved over the head in a round arch, and the texture of the wood is preserved by painting the cypress brown and drawing a red ink line on it. The fan-shaped pine needles, the mist surrounding the blue and cypress branches under the red sun, and the falling waterfall are reminiscent of a scene from a folk tale since the 19th century, and the expression of the landscape is good."
202,Namhae Yongmunsa Temple Hyeonwangtang,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 408,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"In this work, the family of 11 zones is surrounded by a circle around the current king, and the family members form a symmetrical composition. In front of the four bowls painted in soft ink on a white background, King Hyeon is seated in a half-jaw position on a wide table with a wooden door on his back with a chair covered with white cloth on the back of the chair. His right hand is placed on his right knee and his left hand is raised above his chest, holding the scepter lightly, which is different from depicting the scene of judging family members and the dead while sitting on a chair with a table.On either side of the king, a person wearing a crown and wearing an empty stomach stands with a peach and a box on a tray, turning his back to the side, and standing as if talking to each other. Two figures are standing with them.In front of the present king, with a scepter holding a scepter and bending his back slightly, the Great Wing Seongwang and the Front Wheel Seongwang are standing, on the left side of which Noksa is holding a list or kneeling in the middle to report the guilt of the dead. Concentrating their attention and performing their respective roles, they create a dynamic atmosphere.If you look closely at the figures, the skin color of the current king is light brown, which is different from the white skin color of other members of the family. The eyebrows and beard are painted with soft ink, and fine black and white fine lines are alternately drawn to describe delicately. it's not worth doingThe red robe decorated with black edges expresses the folds of the clothes by using lines of the same color as the background, and on the red robes, the circle sentence drawn in ocher is decorated. The clothes of the clan are mainly used alternately with red and green blue to create a strong color contrast."
203,Namhae Yongmunsa Temple Dongchi 3-Year-Old Sinjungtaeng,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 407,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"In the 3rd year of Dongchi of Yongmunsa Temple, Shin Shin-Taeng is a symmetrical three-tiered composition, with Beomcheon and Jeseokcheon standing in front of the eight screens in the middle of the top, and a bronze woman standing behind them. Moon Palace. Two angels were placed in front of it.In the middle section, centering on the Jejeok Geumgang of three sides, the statue of a kidney with a sword is on the right and Witaecheon wearing a helmet with wings in the shape of a bird on the left, and in the middle is a dragon and head with sharp beards and webbed wings. Garura wearing a bird-shaped crown stands side by side.If you look at the faces of Beomcheon and Jeseokcheon, they are painted with light brown and outlined with red lines. The color is mainly red. county office. Cyan was used, and the red robe was drawn with a dark red line or ultramarine. In the case of patina, the folds of clothes are patina and white green. It was confirmed in the costumes on the kidneys that the military and white soldiers were alternately painted to express wrinkles."
204,Namhae Yongmunsa Temple Amita Nyorai Ozontang,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 406,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship",Y,,,"The Amitabha Nyorai Ozontang is built with Amitabha Buddha in the center, with Jijang and Gwaneum on the front left and right, and Anan and Gaseop on the rear left and right in a symmetrical composition. The statues have a small head compared to their body and have good body proportions.The Bonjonbul sat cross-legged on the Cheongnyeonjwa on a two-tiered wooden pedestal, with the thumb and middle finger on both hands, with the right hand in front of the chest and the left hand on the knee. Compared to a wide and round face, the eyes, nose, and mouth are small and clustered in the center of the face.The two blue bookshelves that rise above the headlight of the main statue spread upwards as if a cloth fluttering in the air. The clothing method is a transformational painstaking style in which a ginseng is worn over the right shoulder, the left shoulder is placed over it, and the right shoulder is slightly covered.The robe was painted in red, and the gwanmun was uniformly drawn here and there in yellow. The dark patina worn under the chest was decorated with arabesque rims like a royal coat. In particular, this discord was expressed by drawing lines in the same color that was darker than the color painted on these beop robes, or by shading with ombre dye as in Gaseop's beop robes.The statues erected on the left and right, centering on the Amitabha Nyorai, have the same color treatment such as body color and beop robes. Among them, the statue of Gwaneum draws the chilbomun with thin ink lines on the cloth that is covered long from the head. Rather than revealing the beauty of Goryeo Buddhist paintings or the thin and soft texture, it makes us feel the limitations of the times in which only the motif is inherited.In addition, as a general expression method in Buddhist paintings of the late Joseon Dynasty, metal sphere decorations such as the ring decoration of the pedestal of the main Buddha or the end decoration of the stone crown of the Jizo were thickened and painted with gold powder to express texture as well as add decorativeness."
205,Namhae Yongmunsa Temple Bongseoru,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 394,055-860-8631,"Spring, Summer, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"A two-story pavilion, a spacious auditorium facing Daeungjeon.It is believed that the initial construction of Yongmunsa Bongseoru was made in 1720, and the mid-record of the present structure was made in 1833. Bongseoru is a mid-rise building with an octagonal roof with 7 kan in the front and 4 kan on the side. It seems that the original shape of this lower column has been changed by replacing it with a stone column during the recent repair work. The space of the lower floor is empty in front, and the floor of the upper floor is composed of a wide auditorium with a well-maru of a cross-beam type. The structure of the wall consists of a barrage gate on the front and side, and it is understood that the rear facing the Daeungjeon was open, but in recent years, a three-part gate was added. One column of columns was placed in the center of the silkworm. The roof furniture is a relatively large-scale structure with 7 mugoju, and the ceiling is a lotus-deung ceiling, and the four corners are well-organized with nature. Horror is a form of super-wing-gong in the late Joseon Dynasty. In Naejinju, the head is placed in the cusp-shaped subscript, and the Grand Duke of Jongdori is composed of Pandaegong."
206,Namhae Yongmunsa Bronze Plate,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 378,055-860-8631,"Friend, Female friendship, Male friendship Alone, Group",Y,,,"A tool used to inform the monks of the time of offerings.The round-shaped bronze banquet is shaped like a gong with a 10cm-wide edge left on the back and a hole in the middle. The surface of the banza is divided into three sets of protrusions, and the durability is in a very worn state because it is the part that hits. There is a repair mark of about 10cm on the front edge, and a broken hole mark is visible on the side. The front side of the banja is divided into inner, middle, and outer circles by encircling three sets of protrusions in a concentric circle. The three sets of protrusions are raised from the surface and stand out clearly. There are no patterns on the inner and middle parts, but on the outer part there are five inscriptions with a 7.4cm diameter inscribed engraving script at regular intervals. The side of the banja is also surrounded by three sets of protrusions like the front, and three semicircular ears (hooks) are installed at regular intervals, and the rings are cast separately and attached. The reverse side is engraved with 6 concentric circles, and the intervals are not uniform."
207,"Bronze Bell Of Yongmunsa Temple, Namhae","166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 377,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"A Buddhist symbol that is played to get rid of the defilements of sentient beings.The same bell at Yongmunsa Temple in Namhae has one eumtong and one yongnu, and the flat top plate is composed of 12 soft plates in a triangular shape, and the bell shape is wider as it goes down from the shoulder to the bell mouth. The dragon's head with an open mouth and two feet with three toes are both in contact with the top plate, and the body shape is '¡û', supporting one female uiju, and the tail part wraps around the umbilical tube twice. The dragon's head has big eyes, sharp teeth, wide open mouth and horns, and the scales are relatively realistic. The oral part of the umtong is in the form of four lotus leaves in full bloom, and the lower part is treated with an oblique gate. The opposing party is arranged by inserting beom characters in the circle of the embossing, and the bride is arranged with 4 sutras, and between the yugak and the yugak, 4 standing bodhisattvas are placed, and the throne is set aside. there is not The yugwa has a trapezoidal shape, with a total of 9 convex nu (êá) and sutras located therein, and a continuous arabesque is shown in the yugwa. The statue of the Bodhisattva is expressed in a embossing technique within a trapezoidal frame, and the head is equipped with a circular headlight composed of two sets of lines, and a splendid storage is used. Sangho's nose and mouth expressions are relatively realistic, he wears a robe over the military, and his ceremonial expression is very natural. The lower part is around the Yeonhwadangchomun at a location about 5cm from Jonggu."
208,Namhae Yongmunsa Samjang Bosaltang,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 352,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"The composition of the three-tiered bodhisattva is two tiers, with the three bodhisattva statues and family members at the top, and various new statues at the bottom. First, in the case of the upper part, there are Ceiling Bodhisattvas in the center and a pair of pearls and large pearls on the left and right, Jiji Bodhisattva, Yongsu, and Dharani Bodhisattva are placed on the left side (on the right side), and on the right side (on the left side), the orthodox shape of the Bodhisattva is placed. To the left and right of the statue of Jizo Bodhisattva are Domyung and the non-poisonous demon king.And on the upper part of the screen, only the upper body of the elites such as Cheonbujung, Shinjung, and Myungbujung are depicted, filling the screen. At the bottom of the screen, in addition to the two middle children, 22 tall figures are arranged in two rows above and below.The images are separated by placing clouds at the top and bottom of the screen and between the Bodhisattva and the family members. The lower part of the screen is painted in ocher to express the ground on which the new statues are treading. The main colors are main color, green blue, and flesh color, and blue and gray are partially used.The body part of the Bodhisattva Samjang Bodhisattva is drawn with ink lines on a flesh-colored background, and then outlined with fine, light brown lines. And the eyebrows, mustache, and beard were expressed in dark green blue.This work was made at the same time as the ãêñëïÓ(1897) hanging on the wall opposite the Daeungjeon Hall of Yongmunsa Temple. It is also relatively large in scale (vertical186.3, width 255.5cm), has material value for the study of the iconography of the three-headed bodhisattva in the 19th century, and has been designated as a cultural property material because of its formativeness."
209,Documents In The Collection Of Yongmunsa Temple In Namhae,"166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 351,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"Two and five manuscript volumes, ¡ºMany Years Notice¡» and ¡ºBokjeon Collection¡».Judging from the contents of the manuscripts in Yongmunsa Temple, Namhae, ¡ºMannyeontonggo (2 Books of Mannyeondong)¡» and ¡ºBokjeonjib (3 Books of ÜØï£ó¢)¡», the two and five books of manuscripts are in the early 18th century (1704, 30th year of King Sukjong). From the late 20th century (1956) to the end of the 20th century (1956), it records changes in the chief priests and executive monks in Yongmunsa Temple, various important matters within the temple, a list of donors and items of donations, and various other domestic events and events. Not only as historical records of a specific temple, but also as historical records written in the region are of high historical value. In addition, as a manuscript, the real name of the time is recorded, so it is an important data for the study of local history and temple history in the Namhae region."
210,"Eongsan Hoesangtang, 2Nd Year Of Geonyang, Yongmunsa Temple, Namhae","166-11 Yongmunsa-gil, Idong-myeon, Namhae-gun, Gyeongsangnam-do",34.7879404,127.9230404,Cultural Heritage Material,Cultural Heritage Material No. 347,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"This work was created in 1897 (Geonyang 2), with Sakyamuni located in the center of the screen centered on the front left and right sides of the front, Munsu, Bohyeon Bodhisattva, and the Four Heavenly Kings. Two districts are placed in each district, and at the top of the tower are the statues of the great disciple, 8 Geumgang (four districts), and the Four Heavenly Kings statue (2 districts). The appearance of the family members is expressed relatively small from the bottom of the screen to the top, giving a sense of rise.White, green, and red are mainly used as colors, and blue and gray are partially used. The body part of the main statue is outlined on a white background with thick, flawless ink lines. The head was painted black and the hair black, and the outline of the edge was surrounded with green and blue lines. The red robe of the right shoulder single-sided style was lavishly treated with a flower gate on the edge, and the back of the pedestal was painted blue to create a strong contrast with the red, and the folded part was expressed in shades to show the hem of the ritual.In the case of the main bodhisattva and the subordinate bodhisattvas, the technique is almost similar to that of the main statue, and among the four heavenly kings placed in each of the four corners of the rectangular screen, Gwangmok Cheonwang (Hyang left) and Jeungjang Cheonwang (Hyang right) reveal their whole body at the lower left and right edges. Wearing armor colored in red, blue, and green, and standing on a gray cloud, it is splendid. The face is shaded in white and light brown to show curves, and the wavy beard shape is repeatedly drawn with thin and dark ink lines on the red lips.Blue is applied to the margins of the floor and the sky, and clouds are placed in the upper, lower, and middle of the screen to create a boundary between the images. The clouds are in the form of cumulus gates, and shades of light yellow and gray are used to express shading.According to the Hwagi, which is in relatively good existing condition and the expression technique seems to have been added from traditional painting to modern painting, several people including Pyunsu, Yeonho, and Bongui were involved in the flower garden. It is also an important resource that many people are appearing."
211,Namhae Geumosanseong Fortress,"102 Danghang-ri, Changseon-myeon, Namhae-gun, Gyeongsangnam-do",34.8988383,128.0085461,Monument,Monument No. 249,055-860-8631,"Spring, Summer, Autumn, Winter, Private/rental, Friend, Female friendship, Male friendship Alone",Y,,,"The fortress of the late Goryeo Dynasty, where you can clearly see the east side of Changseon and Samcheonpo. Geumosanseong Fortress is a Temoe-style stone fortress surrounding the top of Geumosan Mountain (261m above sea level) located in Danghang-ri, Changseon-myeon, Namhae-gun. The slope to the fortress is very steep, making it difficult to access, and the castle overlooks the eastern coast of Changseon and Samcheonpo. The construction of the body was made by randomly stacking relatively thin talc, and the women's attire remains partially. There are places where teeth are identified on the wall, and it is judged that there are two gates. Among them, the west gate is about 4m wide, and it is relatively clearly confirmed, but the south gate is not clear. Inside the southern gate corresponding to the valley, there is a facility presumed to be a well or pond, and water is discharged out of the castle along the drainage channel. In addition, it is difficult to check the location of the building inside the castle. However, it is noteworthy that facilities such as guard posts, which have also been identified in Jinju Transfer Daesanseong Fortress, are built inside the walls. It seems to be very similar to the construction method of Gaksanseong Fortress in Samcheonpo, and it is believed that the construction period can be raised until the end of Goryeo."
